檔名,請開,請關,請保持,其他
1631183002,0,0,0,1
1634386037,0,0,0,1
1639416297,0,0,0,1
1651128894,0,0,0,1
1649402026,0,0,0,1
1632783099,0,0,0,1
1637620326,0,0,0,1
1649507240,0,1,0,0
1650713115,0,0,0,1
1633527224,0,0,0,1
1620616977,0,0,0,1
1634476342,0,0,0,1
1633320746,0,0,0,1
1650764833,0,0,0,1
1634547178,1,0,0,0
1638609192,0,0,0,1
1620657139,0,0,0,1
1637138026,0,0,0,1
1639233966,0,0,0,1
1630132864,0,0,0,1
1641436507,0,0,0,1
1629467833,0,0,0,1
1618543713,0,0,0,1
1649426728,0,0,0,1
1645255071,0,0,0,1
1618819027,0,0,0,1
1647753164,0,0,0,1
1639420865,0,0,0,1
1618980618,0,0,0,1
1631773297,0,0,0,1
1618479973,0,0,0,1
1650963298,0,0,0,1
1645696720,0,0,0,1
1626228329,0,0,0,1
1621215823,0,0,0,1
1621561547,0,0,0,1
1645957449,0,0,0,1
1650980361,0,0,0,1
1617764468,0,0,0,1
1633512649,0,0,0,1
1650980244,0,0,0,1
1648202213,0,0,0,1
1648895091,0,0,0,1
1633939947,0,0,0,1
1629102623,0,0,0,1
1636090443,0,1,0,0
1642072122,0,0,0,1
1619697389,0,0,0,1
1629347046,0,0,0,1
1635757043,0,0,0,1
1649549680,0,0,0,1
1649485563,0,0,0,1
1650541977,0,0,0,1
1649459481,0,0,0,1
1620215303,0,0,0,1
1649626496,0,0,0,1
1630315615,0,0,0,1
1633410569,0,0,0,1
1633735520,0,0,0,1
1651115113,0,0,0,1
1634208380,0,0,0,1
1619488816,0,0,0,1
1621167208,0,0,0,1
1649563924,0,0,0,1
1620309779,0,0,0,1
1632839889,0,0,0,1
1649769794,0,0,0,1
1624957426,0,1,0,0
1649558667,0,0,0,1
1650525583,0,0,0,1
1646216858,1,0,0,0
1621067028,0,0,0,1
1641884885,0,0,0,1
1619267576,0,0,0,1
1637933843,0,0,0,1
1649594389,0,0,0,1
1650883704,0,0,0,1
1650545261,0,0,0,1
1624026760,0,0,0,1
1621086306,0,0,0,1
1633700267,0,0,0,1
1632739211,0,0,0,1
1645236375,0,1,0,0
1634857247,0,0,0,1
1643681645,1,0,0,0
1627867984,0,0,0,1
1635029904,0,0,0,1
1634385172,0,0,0,1
1642175945,0,0,0,1
1629462680,0,0,0,1
1650790070,0,0,0,1
1619101258,0,0,0,1
1650881444,0,0,0,1
1632799598,0,1,0,0
1636166897,0,0,0,1
1619488166,1,0,0,0
1620914583,0,0,0,1
1620387532,0,0,0,1
1642168113,0,0,0,1
1636247075,0,0,0,1
1633611886,0,0,0,1
1636333623,0,0,0,1
1620393327,0,0,0,1
1618286962,0,0,0,1
1631186862,0,0,0,1
1649684309,0,0,0,1
1648184125,0,0,0,1
1649035340,0,0,0,1
1631266417,0,0,0,1
1618985751,0,0,0,1
1634171270,0,0,0,1
1632120562,0,0,0,1
1645142646,0,0,0,1
1647654653,0,0,0,1
1635229523,0,0,0,1
1645267741,0,0,0,1
1620002225,0,0,0,1
1626079725,0,0,0,1
1630214687,0,0,0,1
1620091399,0,1,0,0
1629878581,0,0,0,1
1619006289,0,0,0,1
1647334196,0,0,0,1
1633912071,0,0,0,1
1620523121,0,0,0,1
1650602417,0,0,0,1
1625711648,0,0,0,1
1630935491,0,0,0,1
1620289978,0,0,0,1
1649679447,0,1,0,0
1649809390,0,0,0,1
1632489266,0,0,0,1
1633249482,0,0,0,1
1630057023,0,1,0,0
1620179168,0,0,0,1
1633487373,0,0,0,1
1620913790,0,0,0,1
1620311934,0,0,0,1
1620613428,0,0,0,1
1649422201,1,0,0,0
1640577420,0,0,0,1
1620686909,0,0,0,1
1632838282,0,0,0,1
1620961604,0,0,0,1
1632297907,0,0,0,1
1633256220,0,0,0,1
1618736869,0,0,0,1
1620296717,0,0,0,1
1630732922,0,0,0,1
1647138949,0,0,0,1
1620836747,0,0,0,1
1637636443,0,0,1,0
1650787653,0,0,0,1
1618817357,0,0,0,1
1639755145,0,0,0,1
1620381194,1,0,0,0
1620033602,0,0,0,1
1650792832,0,0,0,1
1643540081,0,0,0,1
1649034061,0,0,0,1
1649740615,0,0,0,1
1620205927,0,0,0,1
1651191074,0,0,0,1
1618560782,0,0,0,1
1648472821,0,0,0,1
1619686749,0,0,0,1
1635127014,0,0,0,1
1618822870,0,0,0,1
1650191786,0,0,0,1
1633181782,0,0,0,1
1632040927,0,0,0,1
1632699616,0,0,0,1
1621655574,0,0,0,1
1634425212,0,0,0,1
1618993772,0,0,0,1
1641521713,0,0,0,1
1648205076,0,0,0,1
1647310908,0,0,0,1
1630883248,0,0,0,1
1646710903,0,0,0,1
1621331701,0,0,0,1
1636165187,0,0,0,1
1621306577,1,0,0,0
1630746991,0,0,0,1
1620561131,0,0,0,1
1630472738,0,0,0,1
1620480467,0,0,0,1
1618721799,0,0,0,1
1650786347,0,0,0,1
1648951113,0,0,0,1
1639215055,0,0,0,1
1647484330,0,0,0,1
1636785053,0,0,0,1
1627011344,0,0,0,1
1650614022,0,0,0,1
1631499135,0,0,0,1
1619408789,0,0,0,1
1631449894,0,0,0,1
1631845320,0,0,0,1
1631336127,0,0,0,1
1647163770,0,0,0,1
1646717196,0,0,0,1
1632751009,0,0,0,1
1632711011,0,0,0,1
1637544260,0,0,0,1
1628820274,0,0,0,1
1630056796,0,0,0,1
1645790704,0,0,0,1
1618584945,0,0,0,1
1646641963,0,0,0,1
1618364095,0,0,0,1
1649642699,0,0,0,1
1651122529,0,0,0,1
1631349827,0,0,0,1
1633684800,0,0,0,1
1650459730,0,0,0,1
1627182227,0,0,0,1
1642557754,0,0,0,1
1631782455,0,0,0,1
1619533529,0,0,0,1
1633141113,0,0,0,1
1647601823,0,0,0,1
1628138522,0,0,0,1
1619129001,0,0,0,1
1621568089,0,0,0,1
1628942004,0,0,0,1
1619343112,0,0,0,1
1649835296,0,1,0,0
1618573871,0,0,0,1
1648374724,0,0,0,1
1651102959,0,0,0,1
1651105474,0,0,0,1
1629179923,0,0,0,1
1634291004,0,0,0,1
1621937383,0,0,0,1
1621392795,0,1,0,0
1648364244,0,0,0,1
1633176988,0,0,0,1
1651185933,0,0,0,1
1620195025,0,0,0,1
1632108450,0,0,0,1
1619787180,0,0,0,1
1636272367,0,0,0,1
1619773235,0,0,0,1
1651100694,0,0,0,1
1650676005,0,0,0,1
1619044200,0,0,0,1
1619486835,0,1,0,0
1649928241,0,0,0,1
1618648807,0,0,0,1
1632647160,0,0,0,1
1650188111,0,0,0,1
1650627950,0,0,0,1
1630833587,0,0,0,1
1635726915,0,0,0,1
1632787246,0,0,0,1
1647578853,0,0,0,1
1631959927,0,1,0,0
1618819274,0,0,0,1
1619789224,0,0,0,1
1619138251,0,0,0,1
1644582059,0,1,0,0
1632664409,0,0,0,1
1618714733,0,0,0,1
1650132716,0,0,0,1
1629878519,0,0,0,1
1643848518,0,0,0,1
1649123655,0,0,0,1
1647607088,0,0,0,1
1629861657,0,0,0,1
1636538677,0,0,0,1
1633266448,1,0,0,0
1648281477,0,1,0,0
1636688623,0,0,0,1
1650092283,0,0,0,1
1619223150,0,0,0,1
1649111906,0,0,0,1
1628090256,0,0,0,1
1643696653,0,0,0,1
1630749146,0,0,0,1
1650939414,0,0,0,1
1621129928,0,0,0,1
1626073690,0,0,0,1
1632104998,0,0,0,1
1633827878,1,0,0,0
1621509272,0,0,0,1
1637845338,0,0,0,1
1650376285,0,0,0,1
1632469265,0,0,0,1
1619083359,0,0,0,1
1650271987,0,0,0,1
1621060871,0,0,0,1
1623288692,0,0,0,1
1650810406,0,0,0,1
1634532397,0,0,0,1
1636814734,0,0,0,1
1630310254,0,0,0,1
1649319806,0,0,0,1
1620729219,0,0,0,1
1650322585,0,0,0,1
1642778531,0,0,0,1
1645961152,0,0,0,1
1629984602,0,0,0,1
1647607803,0,0,0,1
1635302524,0,0,0,1
1631243949,0,0,0,1
1641473470,0,0,0,1
1632563803,0,0,0,1
1619081431,0,0,0,1
1627012870,0,0,0,1
1649644659,0,0,0,1
1632063883,0,0,0,1
1618646290,0,0,0,1
1639221638,0,0,0,1
1627012905,0,0,0,1
1638678751,0,0,0,1
1633264842,0,0,0,1
1637238055,0,0,0,1
1634206371,0,0,0,1
1650250967,0,0,0,1
1637636210,0,0,0,1
1633847707,0,0,0,1
1620560034,0,0,0,1
1641178447,0,0,0,1
1632910884,0,1,0,0
1650717906,0,0,0,1
1621125987,0,1,0,0
1635951243,0,0,0,1
1649506370,0,0,0,1
1636886775,0,0,0,1
1650717522,0,0,0,1
1636277191,0,0,0,1
1648202680,0,0,0,1
1619864505,0,0,0,1
1631091464,0,0,0,1
1620801484,0,0,0,1
1633585370,0,0,0,1
1620746537,0,0,0,1
1647014448,0,0,0,1
1632921775,0,0,0,1
1628764764,0,0,0,1
1619481336,0,0,0,1
1634045570,0,0,0,1
1650161186,0,0,0,1
1641862388,0,0,0,1
1641542121,0,0,0,1
1634307491,0,0,0,1
1625449393,0,0,0,1
1633482394,0,0,0,1
1620918335,0,0,0,1
1638581477,0,1,0,0
1651159135,0,0,0,1
1633695402,0,0,0,1
1629610908,0,0,0,1
1647306409,0,0,0,1
1634711525,0,0,0,1
1649133909,0,1,0,0
1651019259,0,0,0,1
1637149527,0,0,0,1
1618579111,0,0,0,1
1637809326,0,0,0,1
1641079459,0,0,0,1
1649929599,0,0,0,1
1619446151,0,0,0,1
1650879134,0,0,0,1
1617842434,0,0,0,1
1649464571,0,1,0,0
1633767566,0,0,0,1
1619772060,0,0,0,1
1632527596,0,0,0,1
1621569976,0,0,0,1
1620704247,1,0,0,0
1627885423,0,0,0,1
1618663813,0,0,0,1
1635337895,0,0,0,1
1649998076,0,0,0,1
1632843189,0,1,0,0
1634050504,0,0,0,1
1635603127,0,0,0,1
1629807492,0,0,0,1
1632901388,0,0,0,1
1650646481,0,1,0,0
1629797093,0,0,0,1
1619398912,0,0,0,1
1647009485,0,0,0,1
1630751360,0,0,0,1
1619875527,0,0,0,1
1650979925,0,0,0,1
1634360527,0,0,0,1
1650016739,0,0,0,1
1633681720,0,0,0,1
1649508167,0,0,0,1
1648909875,0,0,0,1
1630837940,0,0,0,1
1649577814,0,0,0,1
1642049619,0,0,0,1
1620397972,0,0,0,1
1634449089,0,0,0,1
1648430495,0,0,0,1
1619081468,0,0,0,1
1618565146,0,0,0,1
1619136566,0,0,0,1
1650449718,0,0,0,1
1649464630,0,0,0,1
1620084839,0,0,0,1
1628757125,0,0,0,1
1651126172,0,0,0,1
1632706499,0,0,0,1
1649049664,0,0,0,1
1650979923,0,0,0,1
1618618190,0,0,0,1
1650011791,0,0,0,1
1617706764,0,0,0,1
1634538811,0,0,0,1
1649294002,0,0,0,1
1634863420,0,0,0,1
1634348713,0,0,0,1
1639733899,0,0,0,1
1637913043,0,0,0,1
1635209484,0,0,0,1
1634784473,0,0,0,1
1618648826,0,0,0,1
1630897269,0,0,0,1
1637408593,0,1,0,0
1618576564,0,0,0,1
1646985787,0,0,0,1
1637587024,0,0,0,1
1631539937,0,0,0,1
1650789084,0,0,0,1
1631002153,0,0,0,1
1635582739,0,0,0,1
1645065466,0,1,0,0
1631865030,0,0,0,1
1649038492,0,0,0,1
1630476562,0,0,0,1
1636290144,0,0,0,1
1633166432,0,0,0,1
1650058718,0,0,0,1
1633800725,0,0,0,1
1618490109,0,0,0,1
1632404236,0,0,0,1
1621409270,0,0,0,1
1621244072,0,0,0,1
1621038703,0,0,0,1
1630755026,0,0,0,1
1650277479,0,1,0,0
1632835512,0,0,0,1
1631546327,0,0,0,1
1633500489,0,0,0,1
1650806605,0,0,0,1
1632437732,0,0,0,1
1620030360,0,0,0,1
1632193272,0,0,0,1
1619142809,0,0,0,1
1637128921,0,0,0,1
1631944246,0,0,0,1
1648104220,0,0,0,1
1631662767,0,0,0,1
1620428333,0,0,0,1
1648903340,0,0,0,1
1650876970,0,0,0,1
1642778473,0,0,0,1
1619737685,0,0,0,1
1619672785,0,0,0,1
1646463032,0,0,0,1
1633778668,0,0,0,1
1650282729,0,0,0,1
1629546178,0,0,0,1
1633219732,0,0,0,1
1647732206,0,0,0,1
1636844353,0,0,0,1
1618878802,0,0,0,1
1636821125,0,0,0,1
1635089579,0,0,0,1
1618883699,0,0,0,1
1632807013,0,0,0,1
1650281851,0,0,0,1
1633064381,0,0,0,1
1629279171,0,0,0,1
1630127941,0,0,0,1
1634973701,0,0,0,1
1650722912,0,0,0,1
1634720303,0,1,0,0
1650529103,0,0,0,1
1637233455,0,0,0,1
1650614411,0,0,0,1
1620864485,0,1,0,0
1647566548,0,0,0,1
1618545498,0,0,0,1
1647418657,0,0,0,1
1618648809,0,1,0,0
1649130836,0,0,0,1
1649815937,0,0,0,1
1649679436,0,0,0,1
1649596889,0,0,0,1
1635583180,0,0,0,1
1644197081,0,0,0,1
1636941617,0,0,0,1
1619330373,0,0,0,1
1636028700,0,0,0,1
1632397472,0,0,0,1
1627267405,0,0,0,1
1648431907,0,0,0,1
1648951794,0,0,0,1
1619755766,0,0,0,1
1649990742,0,0,0,1
1634284683,0,0,0,1
1650014420,0,0,0,1
1619419574,0,0,0,1
1648371195,0,0,0,1
1631414046,0,0,0,1
1650068732,0,0,0,1
1620803875,0,0,0,1
1636035367,0,0,0,1
1619915080,0,0,0,1
1633684662,0,0,0,1
1633218154,0,0,0,1
1630211529,0,0,0,1
1619931807,0,0,0,1
1631776899,0,0,0,1
1643799997,0,0,0,1
1624519377,0,0,0,1
1634400726,0,0,0,1
1619876000,0,0,0,1
1638519544,0,0,0,1
1632093921,0,0,0,1
1635827825,0,0,0,1
1634290992,0,0,0,1
1621920615,0,0,0,1
1634266345,0,0,0,1
1624246335,0,0,0,1
1624500981,0,0,0,1
1649076137,0,0,0,1
1619310218,0,0,0,1
1631962389,0,0,0,1
1619754493,0,0,0,1
1637638486,0,0,0,1
1650751473,0,0,0,1
1629420523,0,0,0,1
1648175048,0,0,0,1
1650789375,0,0,0,1
1650851876,0,0,0,1
1647137538,0,0,0,1
1628737547,0,0,0,1
1645002832,0,0,0,1
1625795105,0,0,0,1
1630760795,0,0,0,1
1642780877,0,0,0,1
1633325010,0,0,0,1
1634792622,0,0,0,1
1618733351,0,0,0,1
1635420399,0,0,0,1
1647140077,0,1,0,0
1618922417,0,0,0,1
1633160894,0,0,0,1
1650096295,0,0,0,1
1630204611,0,0,0,1
1621471199,0,0,0,1
1633175732,0,0,0,1
1618547434,0,0,0,1
1631841723,0,0,0,1
1645969174,0,0,0,1
1619786493,0,0,0,1
1632816085,0,0,0,1
1650971329,0,0,0,1
1649318128,0,1,0,0
1632322990,0,0,0,1
1632561284,0,0,0,1
1649815940,0,0,0,1
1618469345,0,0,0,1
1618563124,0,0,0,1
1635082819,0,0,0,1
1647410803,0,0,0,1
1632014836,0,0,0,1
1646741756,0,0,0,1
1636333802,0,1,0,0
1636341562,0,0,0,1
1627476930,0,0,0,1
1619683799,0,0,0,1
1634706847,0,0,0,1
1621856068,0,0,0,1
1632699469,0,0,0,1
1630218201,1,0,0,0
1646485830,0,0,0,1
1627867982,0,0,0,1
1641452300,0,0,0,1
1631959935,0,0,0,1
1642237697,0,0,0,1
1632111870,0,0,0,1
1637913055,0,0,0,1
1642209989,0,1,0,0
1632447412,0,0,0,1
1649644652,0,1,0,0
1631183786,0,0,0,1
1649299989,1,0,0,0
1651160250,0,0,0,1
1649334627,0,0,0,1
1648950380,0,0,0,1
1633144626,0,0,0,1
1649642044,0,0,0,1
1619309857,0,0,0,1
1634994159,0,0,0,1
1649820942,0,0,0,1
1621090052,0,0,0,1
1619399377,0,0,0,1
1650700888,0,0,0,1
1638353357,0,0,0,1
1620392219,0,0,0,1
1649145344,0,0,0,1
1650344116,0,0,0,1
1619419720,0,0,0,1
1636273841,0,0,0,1
1649504482,0,0,0,1
1625138680,0,0,0,1
1650865021,0,0,0,1
1647129734,0,0,0,1
1645875510,0,0,0,1
1650859743,0,0,0,1
1647912818,0,0,0,1
1620315158,0,0,0,1
1621515885,0,0,0,1
1646796489,0,0,0,1
1642207359,0,0,0,1
